title,price,location,product_url,main_image,brand,description,seller_name
‏iPhone 12 Pro Max 512,40000.0,"Damanhour, Beheira",https://www.dubizzle.com.eg/en/ad/iphone-12-pro-max-512-ID200348714.html,https://images.dubizzle.com.eg/thumbnails/86661128-240x180.jpeg,Apple - iPhone,‏iPhone 12 Pro Max مساحة 512 تلفون بسم الله ما شاء الله كسر زيرو بطارية 98 محدث آخر تحديث تلفون مع حق كلها01099778863,علاء
Oppo A78 8/256 Almost new like new,10600.0,"New Cairo, Cairo",https://www.dubizzle.com.eg/en/ad/oppo-a78-8256-almost-new-like-new-ID200348706.html,https://images.dubizzle.com.eg/thumbnails/86661014-240x180.jpeg,OPPO,الجهاز استخدام ايام زيرو البيع لظروف,User 7M60U5
iphone 15,65500.0,"New Cairo, Cairo",https://www.dubizzle.com.eg/en/ad/iphone-15-ID200337669.html,https://images.dubizzle.com.eg/thumbnails/86514948-240x180.jpeg,Apple - iPhone,iphone 15 new 256 GB brand new  sealed box,ehab
Brand Apple Color Blue Titanium Storage Capacity 512 GB,90000.0,"Maadi, Cairo",https://www.dubizzle.com.eg/en/ad/brand-apple-color-blue-titanium-storage-capacity-512-gb-ID200306744.html,https://images.dubizzle.com.eg/thumbnails/86148795-240x180.jpeg,Apple - iPhone,"The latest iPhone, the Apple iPhone 15 Pro Max 5G, delivers high-speed 5G wireless performance for blazing-fast streaming, downloading, and gaming. Featuring Apple’s A15 Bionic chipset and four cameras, this phone is designed to capture stunning photos and videos in any situation. Get ready for a breakthrough 5G experience with the Apple iPhone 15 Pro Max 5G.",User 0l46KC
iphone 11 pro max,22000.0,"Nasr City, Cairo",https://www.dubizzle.com.eg/en/ad/iphone-11-pro-max-ID200295693.html,https://images.dubizzle.com.eg/thumbnails/85992909-240x180.jpeg,Apple - iPhone,iPhone 11 pro max  buttery 81%  storage 64 box + cable 01002907891,Bn Hesham
IPhone 12,28000.0,"Banha, Qalyubia",https://www.dubizzle.com.eg/en/ad/iphone-12-ID200292779.html,https://images.dubizzle.com.eg/thumbnails/85971156-240x180.jpeg,Apple - iPhone,بدون اى خدوش نهائياً  بطارية 95 ‎%‎ 2 جراب  كرتونه وكابل  الجهاز بحالة الزيرو,Samir
iPhone 12 Pro Max 256 85%,36000.0,"Shebin al-Koum, Monufia",https://www.dubizzle.com.eg/en/ad/iphone-12-pro-max-256-85-ID200348688.html,https://images.dubizzle.com.eg/thumbnails/86660717-240x180.jpeg,Apple - iPhone,12 Pro Max 256 86% 3utools 85%  علبة شرق اوسط  زيرو متفتحش  معاه العلبه و الكابل. و راس الشاحن السريع اصلي ٢٠ واتتت السعر قابل للتفاوض البسيط واتس او فون فقطططط 01061891008,MaHmoud
mi 10,6000.0,"Dokki, Giza",https://www.dubizzle.com.eg/en/ad/mi-10-ID200348682.html,https://images.dubizzle.com.eg/thumbnails/86660700-240x180.jpeg,Xiaomi,المبيل الفلاكشيب mi10 المبيل جايب شاشة و بينة في الصورة  بالكرتونة بتاعته,Ali
iphone 13 pro max 128,46000.0,"6th of October, Giza",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-max-128-ID200348674.html,https://images.dubizzle.com.eg/thumbnails/86660559-240x180.jpeg,Apple - iPhone,الجهاز بدون خرابيش  مفهوش اي مشاكل  متفتحتش نهائي  بطاريه 84  معاه العلبه وكابل شحن,ahmed
موبايل Redmi Note 12 كسر زيرو,9000.0,"Wardian, Alexandria",https://www.dubizzle.com.eg/en/ad/%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-redmi-note-12-%D9%83%D8%B3%D8%B1-%D8%B2%D9%8A%D8%B1%D9%88-ID200275044.html,https://images.dubizzle.com.eg/thumbnails/85730035-240x180.jpeg,Xiaomi,"موبايل Redmi Note 12 الكرتونة+ الشاحن الأصلي+ الضمان استخدام ٣ شهور بدون خربوش واحد لسه بحالته رامات ٨ جيجا بايت + ٨ اضافي .  ذاكرة داخلية ٢٥٦ جيجا بايت .  نوع الشاشة Smooth 120 Hz AMOLED FHD حجم الشاشة 6.67 بوصة بدقة FHD دقة الشاشة 1080 × 2400 بكسل بروسيسور Snapdragon 685  ثماني النواة بتردد  2.80 جيجا هيرتز بطارية ليثيوم بوليمر  5000 mAh نوع الشحن tayp C الشاحن 33W بتقنية الشحن السريع الكاميرا الأساسية ثلاثية  50 + 8 + 2 MP الكاميرا الثانوية 13 MP مقاوم للماء والغبار اللون Ice Blue يدعم فاتحة صوت 3.5 ملم يدعم شريحتين Nano Sim يدعم شبكات 2G , 3G ,4G  نظام التشغيل اندرويد 14  واجهه شاومي MUI 14",Saad El Bendary
بنص السعر انفنيكس هوت 6 بالكرتونة,2700.0,"Helwan, Cairo",https://www.dubizzle.com.eg/en/ad/%D8%A8%D9%86%D8%B5-%D8%A7%D9%84%D8%B3%D8%B9%D8%B1-%D8%A7%D9%86%D9%81%D9%86%D9%8A%D9%83%D8%B3-%D9%87%D9%88%D8%AA-6-%D8%A8%D8%A7%D9%84%D9%83%D8%B1%D8%AA%D9%88%D9%86%D8%A9-ID200348662.html,https://images.dubizzle.com.eg/thumbnails/86660390-240x180.jpeg,Infinix,بالكرتونة الجهاز زيرو استعمال حريمي مساحة 32 زائد كارت ميموري32جيجا رامات3جيجا جهاز سريع في النت والتصفح والالعاب مبروك لصاحب النصيب,رضا
Realme Narzo 50 إستخدام أسبوع,5800.0,"Tanta, Gharbia",https://www.dubizzle.com.eg/en/ad/realme-narzo-50-%D8%A5%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A3%D8%B3%D8%A8%D9%88%D8%B9-ID200348647.html,https://images.dubizzle.com.eg/thumbnails/86660306-240x180.jpeg,Realme,Ram 4+4         /          Rom 128 معالج Mediatek Helio G96 مممتاز جدً للألعاب والبرامج  شاشه +FULL HD بتردد 120hz بصمه جانبيه             /           بطاريه 5000ملل أمبير  كاميرا خلفية ثلاثيه 50+2+2 م. ب. / امامية 16 م. ب,User 4ll99g
للبيع,8600.0,"Wakf, Qena",https://www.dubizzle.com.eg/en/ad/%D9%84%D9%84%D8%A8%D9%8A%D8%B9-ID200348646.html,https://images.dubizzle.com.eg/thumbnails/86660305-240x180.jpeg,Xiaomi,redmi 13c  256/8 مبرشم  ومعاه باور بانك هدية 10000,محمود
I phone Xs max 256 g,17000.0,"Nasr City, Cairo",https://www.dubizzle.com.eg/en/ad/i-phone-xs-max-256-g-ID200348644.html,https://images.dubizzle.com.eg/thumbnails/86660300-240x180.jpeg,Apple - iPhone,- بحاله جيدة جدا كالجديد - بطاريه 76% - مغير شاشه gx - الفيس اي دي شغال  - معاه الساحن الاصلي,AyaAlasas
Oppo A3s,1600.0,"Mokattam, Cairo",https://www.dubizzle.com.eg/en/ad/oppo-a3s-ID200348632.html,https://images.dubizzle.com.eg/thumbnails/86660192-240x180.jpeg,OPPO,مساحه 32 رام 3 في كسر في الباغه مش ماثر علي حاجه معاه العلبه,Mohamed Osama
معروض للبيع,29000.0,"Banha, Qalyubia",https://www.dubizzle.com.eg/en/ad/%D9%85%D8%B9%D8%B1%D9%88%D8%B6-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-ID200348611.html,https://images.dubizzle.com.eg/thumbnails/86659901-240x180.jpeg,Apple - iPhone,ايفون 12 pro max  الذاكره 256 حاله ممتازة مغير بطاريه فقط بطاريه اصليه  برجاء الاتصال تليفونيا من 5 مساء الي 11 مساء نظرا لظروف العمل رقم التليفون 01000298297,محمد
IPhone15 Promax,87000.0,"Shubra, Cairo",https://www.dubizzle.com.eg/en/ad/iphone15-promax-ID200348607.html,https://images.dubizzle.com.eg/thumbnails/86659885-240x180.jpeg,Apple - iPhone,متوفر قطعتين اسود وتتنيم جديد متبرشم بالعلبه,هشام ميﻻد زكي
"IPhone 15 Pro Max, 256 GB, Titanium blue",83000.0,"Zamalek, Cairo",https://www.dubizzle.com.eg/en/ad/iphone-15-pro-max-256-gb-titanium-blue-ID200348598.html,https://images.dubizzle.com.eg/thumbnails/86659842-240x180.jpeg,Apple - iPhone,"sealed IPhone 15 Pro Max, 256 GB, Titanium blue",Hammam Hussein
ايفون اكس اس,14000.0,"10th of Ramadan, Sharqia",https://www.dubizzle.com.eg/en/ad/%D8%A7%D9%8A%D9%81%D9%88%D9%86-%D8%A7%D9%83%D8%B3-%D8%A7%D8%B3-ID200348584.html,https://images.dubizzle.com.eg/thumbnails/86659532-240x180.jpeg,Apple - iPhone,256 B100 فاصل فيس ايدي فقط فاضي مش مغير حاجه,Ahmed Sobhi
لاسلكي baofeng الاصلي,650.0,"New Cairo, Cairo",https://www.dubizzle.com.eg/en/ad/%D9%84%D8%A7%D8%B3%D9%84%D9%83%D9%8A-baofeng-%D8%A7%D9%84%D8%A7%D8%B5%D9%84%D9%8A-ID200348577.html,https://images.dubizzle.com.eg/thumbnails/86659494-240x180.jpeg,Other brand,عروووض لفتره محدوده ع لاسلكي Baofeng UV5R Dual band UHF/VHF مدي يصل الي 10كيلو متر الطقم عباره عن ( 2 جهاز + 2 بطاريه + 2 شاحن + 2 انتنا + 2 مشبك+2سماعه ) هتسمع سعر مش هتسمعوا في حياتك تاني لان احنا المستوردين ده غير الضمان + أن ده النسخه الاصليه اللي بتيجي بالسماعات للتواصل 01007218170,Yousef Mohamed
iphone 12pro,27000.0,"Madinaty, Cairo",https://www.dubizzle.com.eg/en/ad/iphone-12pro-ID200348565.html,https://images.dubizzle.com.eg/thumbnails/86659409-240x180.jpeg,Apple - iPhone,iphone 12pro  128G battery 83% color Blue  يوجد معاه الكرتونة والشاحن  متواجد في مدينتي ومدينة العاشر من رمضان,said badawi
سامسونج a12 استعمال نضيف مش هتلاقي زيو تاني,5000.0,"Helwan, Cairo",https://www.dubizzle.com.eg/en/ad/%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%D8%AC-a12-%D8%A7%D8%B3%D8%AA%D8%B9%D9%85%D8%A7%D9%84-%D9%86%D8%B6%D9%8A%D9%81-%D9%85%D8%B4-%D9%87%D8%AA%D9%84%D8%A7%D9%82%D9%8A-%D8%B2%D9%8A%D9%88-%D8%AA%D8%A7%D9%86%D9%8A-ID200348561.html,https://images.dubizzle.com.eg/thumbnails/86659364-240x180.jpeg,Samsung,التلفون حاله ممتازه جدا التلفون رام 4 مساحة 64 كاميرتوا جميله وبصمة اصبع مدمجة مع زرار البور سريعه وبصمة وجه التلفون معه الكرتونه فقط اول مالك للتلفون التلفون متفتحش نهائييييي ومستعد للكشف عليه في اي مكان  مقابله في حلوان  رقمي للتواصل 01121150064,Abdelrhman Hesham
htc موبايل,1000.0,"6th of October, Giza",https://www.dubizzle.com.eg/en/ad/htc-%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-ID200348554.html,https://images.dubizzle.com.eg/thumbnails/86659280-240x180.jpeg,HTC,موبايل htc حاله محترمه مفوش عيوب  زاكره 32 رام 3 خط واحد /سعر نهاءي / امكانيه تركيب كرت ممري  فاضي ممعوش حاجه  01151924916,المعلن
اوبو رينو ٢ معاه العلبه فقط,3800.0,"Imbaba, Giza",https://www.dubizzle.com.eg/en/ad/%D8%A7%D9%88%D8%A8%D9%88-%D8%B1%D9%8A%D9%86%D9%88-%D9%A2-%D9%85%D8%B9%D8%A7%D9%87-%D8%A7%D9%84%D8%B9%D9%84%D8%A8%D9%87-%D9%81%D9%82%D8%B7-ID200348544.html,https://images.dubizzle.com.eg/thumbnails/86659088-240x180.jpeg,OPPO,اوبو رنيو اف2 الفون معاه العلبه فقط الفون بحاله جيده الفون مغير شاشه أوليد بي ١٧٠٠ج بس فصال بصمه ١٢٨ مساحة و٨ رام لتواصل ٠١١١٣٧٩٨١٦٧ العنوان في امبابه,User 95m8Ci
ريدمى 10,6000.0,"Abasiya, Cairo",https://www.dubizzle.com.eg/en/ad/%D8%B1%D9%8A%D8%AF%D9%85%D9%89-10-ID200348538.html,https://images.dubizzle.com.eg/thumbnails/86659057-240x180.jpeg,Realme,موبيل ريدمي 10  و الشاحن الاصلي  ومعاه جراب  و ملصق عليه اسكرين مساحه 120 جيجا و رام 4 الموبيل مش مغير اي حاجه كسر زيرو رقم للتواصل  العلبه للاسف مش موجوده  التليفون حرفيا زيرو  من غير خاتش للبيع,John s
samung a71,6500.0,"New Cairo, Cairo",https://www.dubizzle.com.eg/en/ad/samung-a71-ID200348524.html,https://images.dubizzle.com.eg/thumbnails/86658988-240x180.jpeg,Samsung,samsung a71 ram8 storage 128,Ahmed
Realme 9I,4500.0,"Zagazig, Sharqia",https://www.dubizzle.com.eg/en/ad/realme-9i-ID200348523.html,https://images.dubizzle.com.eg/thumbnails/86658984-240x180.jpeg,Realme,كسر زيرو المواصافات في الصوره  Realme 9i Ram4+4 Rom128 Processor. Snap Dragon  جهاز فاضي من غير كرتونه  المكان الشرقيه الزقازيق  01208702284,hema zaki
ايفون 8 بلص 64 بطاريه 77,6500.0,"Kafr al-Dawwar, Beheira",https://www.dubizzle.com.eg/en/ad/%D8%A7%D9%8A%D9%81%D9%88%D9%86-8-%D8%A8%D9%84%D8%B5-64-%D8%A8%D8%B7%D8%A7%D8%B1%D9%8A%D9%87-77-ID200348514.html,https://images.dubizzle.com.eg/thumbnails/86658731-240x180.jpeg,Apple - iPhone,ايفون 8 بلص مساحه 64 بطاريه 77 وقع مني جاب شاشه مش مغير اي حاجه معاه علبته والشاحن الاصلي الفون شغال تمام بس عاوز يغير شاشه انا هبيعه على حالته,Amr emam
12 pro max,28000.0,"Waili, Cairo",https://www.dubizzle.com.eg/en/ad/12-pro-max-ID200348512.html,https://images.dubizzle.com.eg/thumbnails/86658721-240x180.jpeg,Apple - iPhone,12 pro max مساحه 128 وبطاريه 99  الجهاذ شغال شريحه تربو سيم  الجهاذ شبه الجديد بدون خربوش  معاه الكرتونه اللون الجولد للتواصل 01211404719,Mina
ايفونxs,12000.0,"Mansura, Dakahlia",https://www.dubizzle.com.eg/en/ad/%D8%A7%D9%8A%D9%81%D9%88%D9%86xs-ID200348511.html,https://images.dubizzle.com.eg/thumbnails/86658711-240x180.jpeg,Apple - iPhone,ايفون xs بدون اي خدوشات ومش مفتوح بطاريه 79,Mohammad Hegab
ايفون 11,12000.0,"New Damietta, Damietta",https://www.dubizzle.com.eg/en/ad/%D8%A7%D9%8A%D9%81%D9%88%D9%86-11-ID200348508.html,https://images.dubizzle.com.eg/thumbnails/86658701-240x180.jpeg,Apple - iPhone,ايفون 11 بطاريه 90 بحاله جيده مغير شاشه فقط وبه حرق بسيط  ف شاشه,Esraa Ashraf
IPhone 12 pro,24500.0,"Mandara, Alexandria",https://www.dubizzle.com.eg/en/ad/iphone-12-pro-ID200348496.html,https://images.dubizzle.com.eg/thumbnails/86658561-240x180.jpeg,Apple - iPhone,iPhone 12 pro  128 جيجا معاه العلبه والكابل الاصلى التلفون بطاريه 92 وبتقعد اليوم كامل التلفون مغير ضهر ومتاح الكشف ف اى مكان,iphone
رلمي c21Y,2000.0,"Haram, Giza",https://www.dubizzle.com.eg/en/ad/%D8%B1%D9%84%D9%85%D9%8A-c21y-ID200348487.html,https://images.dubizzle.com.eg/thumbnails/86658480-240x180.jpeg,Other brand,رلمي C21Y الجهاز بدون اي صيانه ٦٤ رام ٤ سروخ نت وببجي في مشكله وحده حبيت اعمل سوفت علشان كنت ناسي الرمز فا الكميره فصلت ببيع علي كدا شغال كل حاجه زي الفل اتصال ٢شريحه وكرت وهند فري وشحن الجهاز باين من الصور وقبل متشوف شوف سعره كام علي النت ممكن بدل انفنكس وعلشان نريح دمغنا الفون معاه شاحن انفنكس فقط وهعمل موبيعه بلبطاقه الاتصال علي الرقم الي في  الصور لاني منزل الاعلان من عند واحد صحبي,ابو كامل رابح رابح
iPhone 15 Pro,73000.0,"New Cairo, Cairo",https://www.dubizzle.com.eg/en/ad/iphone-15-pro-ID200348474.html,https://images.dubizzle.com.eg/thumbnails/86658231-240x180.jpeg,Apple - iPhone,iPhone 15 Pro 128 GB Natural Titanium  International Warranty GCC   Middle East Version,Ahmed Elhramy
oppo A3s,950.0,"6th of October, Giza",https://www.dubizzle.com.eg/en/ad/oppo-a3s-ID200348463.html,https://images.dubizzle.com.eg/thumbnails/86658157-240x180.jpeg,OPPO,رقمى 01097262186    oppo A3s  محتاج يغير شاشه لكن ممكن تستخدمه على كده موبيل ممتاز جدا بدون اى مشتملات والسعر نهائى تماما,User 56s0Fn
iphone 13 promax 128 b 100%,39000.0,"6th of October, Giza",https://www.dubizzle.com.eg/en/ad/iphone-13-promax-128-b-100-ID200348461.html,https://images.dubizzle.com.eg/thumbnails/86658145-240x180.jpeg,Apple - iPhone,Iphone 13 promax gold 128gb. b 100% بدون خدش واحد  وارد امريكا  مستبدل من ابل نموذج n وتر بروف  الجهاز زيرو حرفيا,م احمد عادل
Samsung A34 128G/8Ram,12500.0,"Nasr City, Cairo",https://www.dubizzle.com.eg/en/ad/samsung-a34-128g8ram-ID200348456.html,https://images.dubizzle.com.eg/thumbnails/86658039-240x180.jpeg,Samsung,الهاتف في حالة الزيرو استخدام شهرين معاه العلبه والشاحن وجبتلو اسكرينه ضهر  ومفيهوش حرفيا خربوش الهاتف ضمان محلي قابل للنقاش,Abdelrahman
XS MAX,6800.0,"Victoria, Alexandria",https://www.dubizzle.com.eg/en/ad/xs-max-ID200348452.html,https://images.dubizzle.com.eg/thumbnails/86658188-240x180.jpeg,Apple - iPhone,iPhone XS MAX 256GB محتاج بوردة 96% بطارية في كسر صغير في الظهر اتفتح قبل كده الجهاز بيلمع الجهاز زيرو,Baraa
iPhone 11pro max,25000.0,"Imbaba, Giza",https://www.dubizzle.com.eg/en/ad/iphone-11pro-max-ID200348451.html,https://images.dubizzle.com.eg/thumbnails/86657974-240x180.jpeg,Apple - iPhone,iPhone 11pro max كسر زيرو مساحه 256 بطاريه 95 الجهاز مفهوش خربوش معاه الشاحن والفاتوره.  +معاه 3جرابات,Youssef
اوبو رينو 6 5g,10000.0,"Ain Shams, Cairo",https://www.dubizzle.com.eg/en/ad/%D8%A7%D9%88%D8%A8%D9%88-%D8%B1%D9%8A%D9%86%D9%88-6-5g-ID200348449.html,https://images.dubizzle.com.eg/thumbnails/86657962-240x180.jpeg,OPPO,التليفون زييييييرو البيع بسبب مصاريف ولاده بنتي بس اقسم بالله,محمد احمد
ايفون ١١ للبيع  مساحه ٦٤   بطاريه ٧٨,17500.0,"Smoha, Alexandria",https://www.dubizzle.com.eg/en/ad/%D8%A7%D9%8A%D9%81%D9%88%D9%86-%D9%A1%D9%A1-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%85%D8%B3%D8%A7%D8%AD%D9%87-%D9%A6%D9%A4-%D8%A8%D8%B7%D8%A7%D8%B1%D9%8A%D9%87-%D9%A7%D9%A8-ID200348447.html,https://images.dubizzle.com.eg/thumbnails/86657952-240x180.jpeg,Apple - iPhone,مساحه ٦٤ بطاريه ٧٨  ولكن ع ال 3utools    هتلاقيها ٨٥ معاه العلبه  وتر بروف  عليه اسكرينه وش وضهر,User 8lO8Vm
iPhone 12 Pro Maxs 256 خطيين battery 99,39009.0,"Shebin al-Koum, Monufia",https://www.dubizzle.com.eg/en/ad/iphone-12-pro-maxs-256-%D8%AE%D8%B7%D9%8A%D9%8A%D9%86-battery-99-ID200348445.html,https://images.dubizzle.com.eg/thumbnails/86657907-240x180.jpeg,Apple - iPhone,iPhone 12 Pro Maxs 256 battery 99% خطيين حاله زيرو بدون خربوش  معاه كل حاجته  وتر بروف  01026373016,User 9zW5zw
للبيع,6500.0,"Kafr Saqr, Sharqia",https://www.dubizzle.com.eg/en/ad/%D9%84%D9%84%D8%A8%D9%8A%D8%B9-ID200348444.html,https://images.dubizzle.com.eg/thumbnails/86657896-240x180.jpeg,Samsung,سامسونج a32 128جيجا 6جيجا رام,السيد عثمان
iPhone 11pro max,25000.0,"Imbaba, Giza",https://www.dubizzle.com.eg/en/ad/iphone-11pro-max-ID200348451.html,https://images.dubizzle.com.eg/thumbnails/86657974-240x180.jpeg,Apple - iPhone,iPhone 11pro max كسر زيرو مساحه 256 بطاريه 95 الجهاز مفهوش خربوش معاه الشاحن والفاتوره.  +معاه 3جرابات,Youssef
اوبو رينو 6 5g,10000.0,"Ain Shams, Cairo",https://www.dubizzle.com.eg/en/ad/%D8%A7%D9%88%D8%A8%D9%88-%D8%B1%D9%8A%D9%86%D9%88-6-5g-ID200348449.html,https://images.dubizzle.com.eg/thumbnails/86657962-240x180.jpeg,OPPO,التليفون زييييييرو البيع بسبب مصاريف ولاده بنتي بس اقسم بالله,محمد احمد
